Organisation,Country,maxRating,avgRating,numUsers
Fujian Changle No.1 Middle School,China,2141,2070.5,2
FPT University,Vietnam,2163,1931.3333333333333,3
berguzar fan club,Turkey,2252,2252.0,1
Tima,Kazakhstan,2216,2161.5,2
Orz zlt club,China,2141,2141.0,1
congminghetao,China,2174,2046.5,2
Linmobi's Fans,China,2175,2175.0,1
ICHB,Romania,2140,1722.3,10
Sant'Anna School of Advanced Studies,Italy,2159,2159.0,1
IIT BHU Varanasi,India,2331,1652.6538461538462,104
Faculty of Sciences,Serbia,2315,2315.0,1
haoab raym,China,2137,2137.0,1
MWITs,Thailand,2327,1944.5,2
APLion Training Center,Russia,2136,2136.0,1
Love T,Vietnam,2136,2136.0,1
University of Latvia,Latvia,2202,2202.0,1
CSUST,China,2135,1776.0,2
AESC MSU,Russia,2200,2063.4,5
Assiut University,Egypt,2148,1733.7857142857142,14
Colegiul National Ion Luca Caragiale,Romania,2149,2149.0,1
National Taiwan Ocean U,Taiwan,2133,1728.0,3
THPT Chuyen Ha Tinh,Vietnam,2133,1857.5,2
AntarcticPenguinLanguageSchool,Antarctica,2136,1886.3333333333333,3
Koying Fan Club (KFC),Taiwan,2165,1744.75,4
Wuhan University of Science and Technology,China,2288,1957.2,5
SJTU,China,2177,2177.0,1
Group_2,Belarus,2180,2180.0,1
Chess club 4085,Russia,2164,1950.0,5
Dongguan Middle School · SSL School,China,2144,2137.0,2
Lumpur Lapindo,Indonesia,2154,2154.0,1
Nanjing University of Science and Technology,China,2129,1893.0,3
University of Barisal,Bangladesh,2128,1579.7142857142858,7
int r=0;,Russia,2128,2128.0,1
Colegiul National Silvania,Romania,2128,1771.5,2
National Chung Cheng University,Taiwan,2127,1685.0,5
Chiba University,Japan,2201,2201.0,1
kak tebe my fenwick?),United States,2126,2126.0,1
NIT Trichy,India,2230,1619.090909090909,11
becaidorz fan club,Taiwan,2255,2109.5,2
Keyboard Warriors,Hong Kong,2125,1941.0,4
University Of Rajshahi,Bangladesh,2125,1664.7777777777778,9
infolab,Kazakhstan,2206,1950.0,3
hysbz,China,2175,2175.0,1
SMAN 1 Wonosobo,Indonesia,2122,2122.0,1
MK Fan Club,China,2208,2116.6666666666665,3
hololive,Japan,2121,1727.75,4
Anti Alex239,Russia,2121,1781.9,10
Chengdu JXFLS,China,2121,1874.3333333333333,3
Tulip101,Cyprus,2292,2166.6666666666665,3
Vilnius University,Lithuania,2305,1868.25,4
Algorinthm,Ukraine,2296,1936.0,5
AntiMirzayanov Club,Russia,2177,2177.0,1
THPT Chuyên Lương Thế Vinh - Đồng Nai,Vietnam,2119,1862.5,2
UTN FRSF,Argentina,2328,1790.3333333333333,3
negative iq,United States,2278,1941.0,2
Mondstadt,United States,2155,2155.0,1
BEZDAR,Russia,2210,1699.25,4
WISE,Syria,2367,2367.0,1
Lycée PMF de Tunis,Tunisia,2117,2117.0,1
University of Sciences DPR Korea,North Korea,2117,2117.0,1
Tehnicka skola Cacak,Serbia,2299,1892.5,2
alice glass is my idol,Russia,2117,2117.0,1
ACfun,China,2117,2117.0,1
Nurmakov,Kazakhstan,2116,1890.5,2
KUET,Bangladesh,2151,1604.3478260869565,23
Shenzhen University,China,2245,1966.2,5
Texas A and M University,United States,2115,1886.0,4
Ericsson,Croatia,2195,2195.0,1
Islamic University of Technology,Bangladesh,2172,1812.111111111111,9
Baranovichi yakuza,Belarus,2115,2087.5,2
Jianping High School,China,2115,2115.0,1
AlphaMale06 fan-club,Serbia,2144,1935.5,2
Zhasyn20 fan club,Kazakhstan,2114,2114.0,1
Raa fan club,South Korea,2114,1920.5,2
HNUE High School for Gifted Students,Vietnam,2113,1831.25,4
Leagues of Code,Spain,2113,2113.0,1
Charles University in Prague,Czechia,2288,1972.0,3
bodj,Russia,2113,2113.0,1
Optatum fan club,South Korea,2112,2112.0,1
The University of Electro-Communications,Japan,2327,2327.0,1
Konkuk University,South Korea,2117,1919.0,4
Constructive problems haters,Russia,2112,2112.0,1
Mordovia SU,Russia,2307,2100.0,2
Kvanta,Ukraine,2229,2229.0,1
Organization::39c06259d54e897e,Gibraltar,2330,2330.0,1
Delhi Technological University,India,2246,1612.6379310344828,58
NAND,Mongolia,2191,1854.5,2
Sheth Karamshi Kanji English School,India,2233,2233.0,1
Wuhan No.2 High School,China,2252,2252.0,1
Universidad Nacional de Rosario,Argentina,2360,2034.5,4
Xi'an Jiaotong University,China,2204,2018.2,5
KIIT University,India,2109,1610.5,6
Colorado School of Mines,United States,2146,2146.0,1
IIIT Jabalpur,India,2109,1585.8387096774193,31
SCUT,China,2109,2109.0,1
NewJeans,South Korea,2109,2109.0,1
Damascus University,Syria,2180,1645.2857142857142,7
ASADULLIN THE BEST,Russia,2364,2364.0,1
GuiLin University Of Electronic Technology,China,2107,2107.0,1
VNUHCM-UIT-University of Information Technology,Vietnam,2106,1925.7777777777778,9
Free University of Tbilisi,Georgia,2135,1715.0,4
BITS Pilani Hyderabad Campus,India,2151,1671.4375,16
hmz Fan Club,China,2230,2230.0,1
MakaPakkaFanClub,Turkey,2203,1714.25,4
Wizz Air,Mexico,2103,2103.0,1
slyz,China,2163,2133.0,2
Hazers,Finland,2165,2165.0,1
HSTU,Bangladesh,2102,1643.5,4
Dalian University of Technology,China,2195,1748.2,5
Universidad Nacional de Ingeniería,Peru,2199,1752.5,6
Pandit Deendayal Energy University (PDEU),India,2117,1793.5,2
Stanford University,United States,2448,2249.6666666666665,3
Shantou Longhu Experimental Middle School,China,2113,2036.0,2
Club of Anonymous Lovers of Citrus-Hitrus,Russia,2302,2302.0,1
Federal University of Campina Grande,Brazil,2164,1772.6666666666667,6
Fan-club Miskuna Egora,Ukraine,2155,2155.0,1
Chung-Ang University,South Korea,2320,1898.5,2
Rutgers University,United States,2220,2028.25,4
Hefei No.1 High School,China,2099,1810.5,2
Changjun Bilingual School,China,2110,2110.0,1
Gyeonggibuk Science High School,South Korea,2153,2153.0,1
Wtf Strong,United States,2288,1758.142857142857,7
Mediaset,Italy,2095,2095.0,1
University of Tartu,Estonia,2235,2235.0,1
National Cheng Kung U,Taiwan,2169,1886.5,2
Lovely girls fan club,Japan,2131,2131.0,1
Wind Street,China,2092,2092.0,1
Gm in 180 days,Kazakhstan,2132,2132.0,1
Masaryk University,Czechia,2098,1844.5,2
Tel Aviv University,Israel,2308,1936.0,2
jxust,China,2090,2090.0,1
CMC MSU,Russia,2089,2089.0,1
University of Michigan,United States,2386,1971.5,2
Sergey Shcherbakov Fan Club,Russia,2097,1710.0,4
brunomont fan club,Brazil,2086,2086.0,1
thpt chuyen nguyen du,Vietnam,2185,1856.8333333333333,6
ECNU,China,2134,2134.0,1
Ruhr University Bochum (RUB),India,2475,2475.0,1
Tokyo University of Agriculture and Technology,Japan,2145,1885.3333333333333,3
C.N. Liviu Rebreanu Bistrita,Romania,2135,2135.0,1
UNIST,Kazakhstan,2127,1884.6666666666667,3
Blue Whale Fall Rain Language School,Egypt,2275,1769.0,3
Harbin Institute of Technology@Shenzhen,China,2079,2020.0,3
KhNURE,Ukraine,2484,2484.0,1
Syrian Private University,Syria,2235,2235.0,1
Nakamoto-kai,Japan,2187,2187.0,1
Marmoreal Fan Club,Sweden,2075,2075.0,1
Bao Loc High School For The Gifted,Vietnam,2182,2182.0,1
Ivan Zhizhin Fan Club,Faroe Islands,2279,2279.0,1
Liceul Teoretic de Informatica Gr. Moisil Iasi,Romania,2074,2074.0,1
Jiangyan High School,China,2180,2180.0,1
Siruseri Armed Forces,India,2071,1869.0,2
geomа lovers club,Russia,2160,2160.0,1
Stripe,India,2218,2218.0,1
Daniil Artyomovich fan club,Belarus,2121,2121.0,1
IIIT Delhi,India,2116,1608.4705882352941,17
AE high school,Iran,2084,2075.5,2
GIMŠKL,Slovenia,2109,2109.0,1
aki_tua22,Indonesia,2066,1737.5,2
Imperial College London,United Kingdom,2434,1766.1666666666667,6
Maijima Private HS,Vietnam,2389,2389.0,1
Yoxibob Yoxi Club,Fiji,2096,1828.25,4
darling teammates,Belarus,2139,2077.6666666666665,3
Lynbrook High School,United States,2078,1681.0,4
OTOG,Thailand,2180,2180.0,1
FatihSolak Fan Club,Turkey,2089,2089.0,1
UC Berkeley,United States,2353,2007.0,4
Lanrun Angel Foreign School,China,2059,2059.0,1
FK,Russia,2078,2022.5,2
Brick,British Virgin Islands,2066,2066.0,1
239,Russia,2057,2057.0,1
Nanjing Foreign Languages School,China,2062,2062.0,1
Rakuzan,Japan,2403,2403.0,1
LNOI Group,China,2143,2143.0,1
Oral Bilim Innovation High School,Kazakhstan,2110,2110.0,1
Tianyi High School,China,2214,2214.0,1
Huangshi No.2 Senior High School,China,2079,2079.0,1
AFC(Atreus fan club),Iran,2079,2079.0,1
Autism University,Brazil,2150,2150.0,1
Kashing High School,China,2054,2054.0,1
Yerevan Physmath school,Armenia,2104,1786.0,5
Beijing No. 12 High School,China,2173,2173.0,1
Szkola w Chmurze,Poland,2106,2106.0,1
TRBL Hotam and P.V. Hissar,Tajikistan,2155,1786.0,5
Rabotaem Inc.,Russia,2074,2074.0,1
Sintec,Russia,2049,1864.5,2
Pab,China,2048,2048.0,1
UFMS,Brazil,2080,1695.6666666666667,3
Brac University,Bangladesh,2123,1960.5,2
DA-IICT,India,2081,1512.35,20
IMC financial markets,Netherlands,2336,2336.0,1
BOU VO VML,Russia,2146,2146.0,1
Lyrically fanclub,China,2084,2084.0,1
Kazan IT-lyceum,Russia,2070,1676.0,6
Nanjing University of Aeronautics and Astronautics,China,2058,1713.0,3
GM by 2025,India,2043,2043.0,1
Faculty Of Computer Science El Shorouk Academy,Egypt,2084,1714.6666666666667,3
Anime,Russia,2211,2211.0,1
Carleton College,Mongolia,2041,2041.0,1
FAI Kafrelshiekh University,Palestinian Territory,2082,2082.0,1
Xiangtan University,China,2038,2038.0,1
Ocult Records,Romania,2037,2037.0,1
White bridge black coders,Georgia,2263,2156.5,2
a can of bonduelle,Russia,2033,2033.0,1
Hangzhou Wenyuan Middle School,China,2158,2158.0,1
SundarSTEM School | CS Section,Pakistan,2033,1746.5,4
ulybka,Russia,2224,1758.6666666666667,3
Universidad de Chile,Chile,2217,1952.0,2
Ho Chi Minh City University of Technology,Vietnam,2061,1728.5,4
Universidad Nacional de Trujillo,Peru,2080,2080.0,1
Universidad Nacional de San Agustin,Peru,2030,1569.857142857143,7
Azhar University,Egypt,2027,1646.4285714285713,7
the teletubbies fight for sesc,Russia,2027,1792.5,2
Racunarska gimnazija,Serbia,2027,2027.0,1
High School for the Gifted - VNU.HCM,Vietnam,2130,1588.5833333333333,12
Ohio State University,United States,2027,2027.0,1
Detroit Lions,United States,2027,2027.0,1
Changchun University of Science and Technology,China,2026,1681.0,3
Qingdao No.2 Middle School,China,2025,2025.0,1
ZS Fanclub,Malaysia,2025,2025.0,1
Vienna TU,Austria,2025,2025.0,1
Southwest University for Nationalities,China,2194,2194.0,1
Henry M. Gunn High School,United States,2291,1894.75,4
M78,Croatia,2024,2024.0,1
Singapore Zoo,Singapore,2352,2352.0,1
Putong Fan Club,China,2023,2023.0,1
Tzaph Fan Club,Indonesia,2101,1686.3333333333333,3
Universidade Federal de Goiás,Brazil,2167,2167.0,1
FCI-Cairo university,Egypt,2183,1599.6666666666667,18
Facultad de Ciencias UNAM,Mexico,2051,1700.3333333333333,3
HIAST,Syria,2261,1780.0833333333333,12
III LO we Wrocławiu,Poland,2020,2020.0,1
Tran Dai Nghia High School For The Gifted,Vietnam,2130,1605.0,12
ChangZhou Foreign Languages School,China,2161,2014.0,2
Taylor Swift Fan Club,Russia,2056,1875.0,3
Politecnico Di Torino,Italy,2327,1708.2,5
James Ruse Agricultural High School,Australia,2016,2016.0,1
Tonbridge School,United Kingdom,2074,1871.5,2
Harbin Engineering University,China,2093,1759.6666666666667,3
Universidad de Guadalajara,Mexico,2136,1956.5,4
Kharkov TEC #45,Ukraine,2017,2017.0,1
Wenzhou Middle School,China,2012,1804.5,2
Simon Fraser University,Canada,2131,1911.6666666666667,3
TÜBİTAK Fen Lisesi,Turkey,2012,2012.0,1
jordan university of science and technology,Jordan,2010,1664.4,5
Dsn Fan-Club,Russia,2010,2010.0,1
Red Moon,Russia,2199,1770.6666666666667,3
Littlestar Kindergarten,China,2009,2009.0,1
Terap,China,2024,2024.0,1
Ural FU,Russia,2029,2029.0,1
SESC USU,Russia,2151,1692.2,5
SheepRanger Fan Club,Taiwan,2008,2008.0,1
Manchester United FC,Montserrat,2033,2033.0,1
Daejeon Science High School,South Korea,2167,1654.0,4
Ecole Polytechnique de Tunisie,Tunisia,2020,1769.5,2
TimDee fanclub,Moldova,2007,2007.0,1
National Tsing Hua University,Taiwan,2006,1626.0,6
Sri Lankan Olympiad Mathematics Foundation,United States,2124,2124.0,1
Nanjing University (南京大学),China,2036,1776.5,2
segment oak Beats,Russia,2049,2049.0,1
Mawlana Bhashani Science and Technology University,Bangladesh,2066,1614.4,15
Soochow University,China,2110,1705.0,3
University of Tehran,Iran,2075,1739.3333333333333,3
Inazuma,China,2035,2035.0,1
Bogazici University,Turkey,2295,2035.5,2
全月(Quanyue),Macao,2001,2001.0,1
zxcghouls1000-7?,Kazakhstan,1999,1682.5714285714287,7
IIT Hyderabad,India,2003,1571.388888888889,18
Hailiang Education,China,1998,1641.75,4
zhuoxingmu,China,1998,1998.0,1
Tinkoff Bank,Russia,2446,2151.5,2
Seven Lakes High School,United States,1997,1685.75,4
Shantou Jinshan High School,China,1996,1996.0,1
lexiyvv fan club,Uganda,1995,1995.0,1
McGill University,Canada,2117,1816.0,2
Suzuka's Fan Club,China,1993,1993.0,1
CYF,Belarus,2067,1765.25,4
hohai university,China,1992,1661.6666666666667,9
Woomigwan,South Korea,1992,1992.0,1
Ningbo Polytechnic,China,2116,2116.0,1
UOC-Computer Science Dept.,Greece,1990,1990.0,1
Comilla University,Bangladesh,2085,1618.111111111111,9
CHN-ZIME,China,1989,1709.0,2
Huanggang Middle School,China,1987,1987.0,1
Sofia University,Bulgaria,2355,2355.0,1
Wenling High School,China,1990,1990.0,1
absolute fanclub,Kyrgyzstan,1986,1810.5,2
USTB,China,1985,1985.0,1
IIT Bhilai,India,2119,1606.9166666666667,12
The Affiliated High School of Shanxi University,China,2136,2136.0,1
xjtu,China,2073,2073.0,1
Kingdom of Science,India,1983,1983.0,1
Ho Chi Minh University Technology and Education,Vietnam,1997,1997.0,1
MAEI SS №146,Russia,2017,2017.0,1
NEAR.ai,Switzerland,2245,2245.0,1
Drexel University,Vietnam,2467,2467.0,1
Allame Helli 10,Mongolia,1981,1702.0,2
NIT Srinagar,India,1980,1704.0,3
KRSU,Kyrgyzstan,2181,2181.0,1
Xiamen Experimental High School,China,1979,1979.0,1
College of Technology Pantnagar,India,1978,1978.0,1
ENS Ulm,France,2268,2268.0,1
ehf,Russia,1977,1977.0,1
Takemi Shrine,China,1976,1976.0,1
Indian Institute of Science,India,2184,1781.0,3
University of Vienna,Austria,2298,2298.0,1
VSPO!,Japan,1975,1975.0,1
m371 Fan Club,Serbia,2101,2101.0,1
WenYuan,China,1974,1974.0,1
Cau Giay Secondary School,Vietnam,2032,2032.0,1
Amit Shah Fan Club,Estonia,2090,2090.0,1
Google China,China,2133,2133.0,1
Federal University of Uberlândia,Brazil,2016,2016.0,1
Johns Hopkins University,United States,1983,1983.0,1
SDU (Suleyman Demirel University),Kazakhstan,2006,1724.0,7
Chery Fan Club,China,1971,1797.0,2
Kyushu University,Japan,1998,1998.0,1
Bhoi Fan Club,India,2054,2054.0,1
PTUK,Palestinian Territory,1974,1640.5,6
Fujian Normal University,China,1968,1968.0,1
komarovi N199,Georgia,2265,2265.0,1
BJFU,China,1967,1701.0,4
school komarovi,Georgia,2234,2234.0,1
SpeedRun,Iran,1966,1783.0,2
China University of Petroleum(East China),China,1965,1965.0,1
American University of Beirut,Lebanon,1964,1861.5,2
Rajshahi University of Engineering and Technology,Bangladesh,2048,1606.0666666666666,15
Norwegian University of Science and Technology,Norway,2070,2070.0,1
Tianjin No.1 High School,China,1980,1980.0,1
Druga gimnazija Sarajevo,Bosnia and Herzegovina,2024,1690.0,3
hasan2006_fan_club,Palestinian Territory,1961,1916.5,2
Handan No.1 High School,China,2092,2092.0,1
One And Only,China,1961,1961.0,1
Los Angeles Lakers,United States,2017,2017.0,1
Zhejiang University City College,China,2237,2047.0,3
Faculty OF Engineering Alexandria University,Egypt,2057,1599.888888888889,9
I am LiuTaiji,China,1960,1960.0,1
an org that no one cares about,Russia,2040,2040.0,1
Sejong University,South Korea,2002,2002.0,1
IamGalymzhan fan club,Kazakhstan,2032,1993.5,2
NIT,China,1958,1958.0,1
General Motors,Argentina,2141,2141.0,1
liceum POLIT,Ukraine,2005,2005.0,1
syy_fan_club,China,1957,1957.0,1
Hangzhou Qian Xuesen school,China,1957,1957.0,1
viebu,Tajikistan,1957,1957.0,1
Rakuten,Ukraine,2144,2144.0,1
Changsha University,China,1985,1741.0,3
Snapp Inc.,Iran,1995,1995.0,1
nst.prkp fan club ♥,Belarus,1977,1977.0,1
Inha University,South Korea,2030,1764.6666666666667,3
The Middle School Affiliated to SDU,China,2056,2056.0,1
Gymnasium №39,Russia,1993,1993.0,1
UC Davis,United States,1979,1979.0,1
AoFS Organization,Macao,2120,2120.0,1
Court of Fontaine,France,1971,1971.0,1
USST,China,1952,1952.0,1
No.1 Senior High School of Urumqi,China,2178,2178.0,1
NRU HSE - Moscow,Russia,2095,1839.5,2
Hell,Nepal,2197,2197.0,1
Vo Nguyen Giap High School for Gifted Student,Vietnam,1951,1632.25,4
HFUU,China,2000,1622.2,5
Datasakura,Russia,2211,2211.0,1
Universidad de las Ciencias Informáticas,Cuba,1950,1950.0,1
Knights of the Round Table,Vietnam,2023,2023.0,1
Northwest Agriculture and Forestry University,China,2071,2071.0,1
W,Kazakhstan,2207,2207.0,1
FFFFFFF,Vatican,2004,2004.0,1
Jessore University of Science and Technology,Bangladesh,1947,1567.25,8
Quoc Hoc Hue High School for the Gifted,Vietnam,1947,1711.0,2
Sparkle_ZH's Fans Club,China,2082,2082.0,1
Qilu university of technology,China,2158,1679.75,4
Lycée du Parc,Tunisia,1994,1994.0,1
Fuzhou Shude School,China,1946,1946.0,1
Novosibirsk SU,Russia,1996,1857.3333333333333,3
iui high school,South Korea,1945,1945.0,1
NRNU MEPhI,Russia,1945,1627.375,8
Beijing University of Posts and Telecommunications,China,2065,1747.6666666666667,3
PML №31,Russia,1961,1961.0,1
Caltech,United States,2130,2130.0,1
Taipei Wego Private High School,Taiwan,1972,1972.0,1
Perm SU,Russia,2235,2235.0,1
Shahjalal  University Of Science And Technology,Bangladesh,1943,1560.7272727272727,11
ZJYC,China,1985,1985.0,1
NYCU,Taiwan,2038,2038.0,1
National Institute Of Technology Trichy,India,1943,1943.0,1
Northeast Normal University,China,2052,1778.6666666666667,3
III LO Gdynia,Poland,2137,2137.0,1
Beijing University of Chemical Technology,China,1942,1942.0,1
HIT,China,1942,1942.0,1
Jahangirnagar University,Bangladesh,2085,1692.4,10
Insect Academy of Sciences,China,1941,1941.0,1
lsnu university,China,1941,1759.0,2
Guangdong University of Technology,China,2133,1880.0,2
Oleg Shatov Sect,Russia,2515,2515.0,1
Menofia University,Egypt,1939,1563.142857142857,7
Ajou University,South Korea,1938,1938.0,1
Pa Anh Em,Vietnam,2162,2162.0,1
Microblink,Bulgaria,2298,2298.0,1
Fan-club of Bulat Kharisov,Russia,2040,2040.0,1
North-Eastern Federal University,Russia,2046,2046.0,1
Kobe University,Japan,2137,2137.0,1
IIIT Bangalore,India,1936,1552.4166666666667,12
UDESC,Brazil,1939,1783.5,2
Shimen Experimental School,China,1936,1669.3333333333333,3
Indian Institute of Technology Bombay,India,1935,1935.0,1
Weifang NO.1 Middle School,China,1935,1935.0,1
Incheon National University,South Korea,1969,1969.0,1
Techno Main Salt Lake,India,1935,1935.0,1
THPT Chuyên Hùng Vương - GL,Vietnam,1949,1949.0,1
rat destroyer,Madagascar,1935,1935.0,1
Sprinklr India Pvt. Ltd.,India,1998,1998.0,1
Hongik University,South Korea,1934,1667.5,4
Bahcesehir High School for Science and Technology,Turkey,2010,2010.0,1
Trường THPT Chuyên Phan Bội Châu,Vietnam,1933,1933.0,1
NIT Hamirpur,India,1992,1555.625,8
Smax Fan Club,United States,1933,1933.0,1
zzuli,China,1933,1804.0,2
Maharaja Agrasen Institute of Technology,India,1933,1629.0,5
Road to GM,Bolivia,2185,1867.0,4
Grigore Moisil High School of Computer Science,Romania,1963,1963.0,1
Ho Chi Minh City University of Science,Vietnam,2243,1817.25,4
Zhanaozen BIL,Kazakhstan,1932,1766.5,2
ACM_DIY,Ukraine,2336,2336.0,1
HeFei University of Technology,China,2145,1914.0,2
Xiamen University of technology,China,1931,1931.0,1
IIT Gandhinagar,India,1931,1746.3333333333333,3
University of British Columbia,Canada,1930,1930.0,1
Moscow ISiS,Russia,1928,1641.0,3
NiggaCat,Isle of Man,2038,2038.0,1
Jlb Fans Club,China,1998,1998.0,1
Sky Pillar,China,2093,2093.0,1
xiong_yc Fan Club,China,1932,1753.0,2
Saint Petersburg Electrotechnical University,Russia,1957,1957.0,1
Zoucheng No.1 Middle School,China,2050,2050.0,1
BITS Pilani,India,2046,1654.25,4
Alphacademy,Hungary,1926,1926.0,1
HSEFZ,China,1945,1945.0,1
Russian Technological University (MIREA),Kyrgyzstan,2077,1682.0,3
Ludong University,China,1925,1582.5,8
The F.M.S of Changsha,China,1925,1925.0,1
Hue University of Sciences,Vietnam,1923,1688.0,3
Zhejiang Normal University,China,2009,2009.0,1
Zhejiang Zhuji Huanjiang Middle School,China,1959,1959.0,1
HangZhou DianziUniversity,China,1923,1923.0,1
Sapienza University of Rome,Italy,1922,1922.0,1
Zheng Yang Si Ji Middle School,China,1927,1927.0,1
Izhevsk STU,Russia,2206,1809.5,4
Zagrebački računalni savez,Croatia,1921,1921.0,1
Indian Institute of Technology Kharagpur,India,1921,1608.0,10
MyGo!!!!!,Japan,1921,1921.0,1
Universidade Federal do Ceará,Brazil,2194,2194.0,1
Media.net,India,1920,1920.0,1
Donghua University,China,2027,1698.6666666666667,3
SoundHound Inc.,France,2191,2191.0,1
Letovo School,Russia,1986,1769.3333333333333,3
Joom,Russia,2516,2516.0,1
IIT Roorkee (IITR),India,1718,1572.3333333333333,6
IIIT Allahabad,India,1795,1545.4102564102564,39
Hunan University of Technology,China,1611,1554.4,5
Abhi8803 fan club,India,1610,1538.5,6
Nanjing Forestry University,China,1607,1543.5,2
Jadavpur University,India,1607,1544.375,8
NBU,China,1656,1656.0,1
BITS Pilani Goa Campus,India,2008,1588.75,16
St Petersburg AU,Russia,1826,1826.0,1
Nile University,Egypt,1791,1612.6666666666667,3
BSMRSTU,Bangladesh,1800,1549.6666666666667,15
National Institute of Technology Patna,India,1695,1532.142857142857,14
USP,Brazil,1606,1606.0,1
Netaji Subhas University of Technology,India,1685,1559.55,20
LNCT Bhopal,India,1727,1584.0,5
Newark Academy,United States,1606,1606.0,1
Banqiao Senior High School,Taiwan,1690,1589.0,2
Hello World,Slovakia,1656,1656.0,1
Wuhu No.27 Middle School,China,1606,1606.0,1
Shandong Jianzhu University,China,1606,1606.0,1
Al Baath University.,Syria,1783,1783.0,1
2007 10Е,Russia,1751,1751.0,1
Jinling Institute of Technology,China,1925,1925.0,1
VISHWAKARMA INSTITUTE OF TECHNOLOGY,India,1610,1476.0,3
Hate-club of bibikov1,Russia,1605,1605.0,1
Indian Institute Of Technology (BHU) Varanasi,India,1612,1612.0,1
ajay kumar garg engineering college,India,1945,1551.3333333333333,12
Zhongyuan University,China,1605,1605.0,1
IIT(BHU) Varanasi,India,1605,1605.0,1
SDUT,China,1605,1547.0,2
Suzhou Institute of Technology,China,1605,1605.0,1
kkks clan,China,1605,1605.0,1
Universidad de Murcia,Spain,1855,1855.0,1
snus lovers club,Russia,1710,1710.0,1
Dalian University,China,1605,1605.0,1
Babeș-Bolyai University,Romania,1810,1676.0,2
Orifleim,Kazakhstan,1960,1960.0,1
Amirkabir University of Technology,Iran,2044,2044.0,1
Indian Institute Of Technology Varanasi,India,1604,1604.0,1
Misr High Institute .,Egypt,1604,1604.0,1
TDV - Bakı Türk liseyi,Azerbaijan,1644,1644.0,1
United International University,Bangladesh,1603,1562.0,2
The University of Hong Kong,Mongolia,1610,1610.0,1
23rd Dynasty,Turkey,1698,1679.0,2
IIIT  Allahabad,India,1809,1581.375,8
IIT Jodhpur,India,1603,1484.4545454545455,11
NIT Raipur,India,1691,1496.0,7
Heritage Institute Of Technology,India,1632,1519.5,2
Technical University Gheorghe Asachi of Iasi,Romania,1603,1603.0,1
South China Normal University,China,1642,1576.0,3
Brainstorm,India,1790,1790.0,1
IIIT KOTTAYAM,India,1708,1609.6,5
Faculty of Engineering - Mansoura University,Egypt,1732,1538.111111111111,9
Alameh Helli 5,Iran,1688,1688.0,1
LNMIIT,India,1749,1567.3636363636363,11
Hung Yen Specialized High School,Vietnam,1712,1640.0,2
Heilongjiang University,China,1602,1558.6666666666667,3
_RED__ Fan Club,Palestinian Territory,1692,1692.0,1
Indian Institute of Technology Roorkee,India,1845,1594.9,10
Lushan School of FLS,China,1601,1601.0,1
Guangzhou Tieyi High School,China,1673,1673.0,1
KIET GROUP OF INSITUTIONS,India,1601,1488.3333333333333,6
Guangxi University,China,1601,1536.5,2
Dushyant singh fan club,India,1894,1730.5,2
Dartmouth,United States,1989,1989.0,1
null,China,1600,1600.0,1
Shuchiin Academy,Japan,1600,1600.0,1
Dayananda Sagar College Of Engineering,India,1789,1522.2307692307693,13
VNR VJIET,India,1688,1537.0,7
Ukg Ktl,Kazakhstan,1600,1560.3333333333333,3
UFV,Brazil,1780,1645.3333333333333,3
TDog Religion,Japan,1600,1600.0,1
National Taipei University of Technology,Taiwan,1786,1786.0,1
IIT Ropar,India,1754,1591.0,4
University of Chittagong,Bangladesh,1599,1557.6666666666667,3
University of Auckland,New Zealand,1599,1599.0,1
Tianjin Polytechnic University,China,1599,1599.0,1
ZAFU,China,1658,1616.25,4
BMS college of engineering,India,1599,1540.5,2
Nguyen Tat Thanh Gifted High School,Vietnam,1660,1609.5,2
Southwest Minzu University,China,1598,1499.5,2
IIIT Sonepat,India,1664,1508.4444444444443,9
Indian Institute Of Technology Jodhpur,India,1598,1551.2857142857142,7
Minzu University of China,China,1598,1598.0,1
FAFU,China,1599,1599.0,1
Lviv NU,Ukraine,1871,1748.5,2
Jamia Millia Islamia,India,1607,1545.3333333333333,3
Harbin University of Science and Technology,China,1718,1718.0,1
IIIT Bhagalpur,India,1597,1486.857142857143,7
American International University Bangladesh,Bangladesh,1641,1565.75,4
Фан-клуб PrideBlack,Russia,1733,1677.0,2
IIIT Vadodara,India,1724,1553.6666666666667,6
TYZ2022,China,1608,1608.0,1
Wroclaw University of Science and Technology,Poland,1653,1653.0,1
#define int long long gang,Canada,2030,2030.0,1
Telkom University,Indonesia,1671,1595.0,3
CYB Codergang,Vietnam,1836,1836.0,1
PSG iTech,India,1594,1564.0,2
club of love a geometry,Russia,1594,1594.0,1
I_HATE_GEOMETRY,Russia,1833,1833.0,1
305a,Belarus,1594,1594.0,1
Pinghushi Zhichuan School,China,1912,1912.0,1
12306,China,1622,1622.0,1
RBC_202,India,1594,1594.0,1
THPT Chuyen Ha Long,Vietnam,1646,1646.0,1
Madan Mohan Malaviya University of Technology,India,1683,1560.3333333333333,12
NIS Semey,Kazakhstan,1726,1726.0,1
Almaty KTL,Kazakhstan,2007,2007.0,1
Zhoushan Senior-High,China,1794,1794.0,1
Universidad Autonoma de Ciudad Juarez,Mexico,1593,1593.0,1
Shijiazhuang Tiedao University,China,1655,1655.0,1
THPT Chuyen Le Hong Phong Nam Dinh,Vietnam,1753,1753.0,1
